stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,jurisdiction_id,location_type,parent_station,relative_position,cardinal_direction,wheelchair_boarding,primary_street,address_range,cross_location
1110,1110,E Dayton & Wisconsin (WB),This EVENT/DETOUR ONLY stop (#1110) is westbound on the 2 block of Dayton St (E) nearside of Wisconsin Ave,43.076428,-89.385920,MMT,CMAD,0,,3,270,1,E Dayton,2,Wisconsin
1111,1111,W Doty & M L K Junior (EB),This EVENT/DETOUR ONLY stop (#1111) is eastbound on the 1 block of Doty St (W) nearside of Martin Luther King Jr Blvd,43.072938,-89.382354,MMT,CMAD,0,,3,90,1,W Doty,1,M L K Junior
1124,1124,S Fairchild & W Main (SB),This EVENT/DETOUR ONLY stop (#1124) is southbound on the 98 block of Fairchild St (S) nearside of Main St (W),43.072467,-89.385273,MMT,CMAD,0,,3,180,1,S Fairchild,98,W Main
1135,1135,N Webster & E Mifflin (NB),This EVENT/DETOUR ONLY stop (#1135) is northbound on the 101 block of Webster St (N) farside of Mifflin St (E),43.077272,-89.383413,MMT,CMAD,0,,1,0,1,N Webster,101,E Mifflin
1140,1140,E Washington & N Webster (WB),This EVENT/DETOUR ONLY stop (#1140) is westbound on the 200 block of E Washington Ave nearside of Webster St (N),43.076390,-89.381930,MMT,CMAD,0,,3,270,1,E Washington,200,N Webster
1146,1146,N Fairchild & W Washington (SB),This EVENT/DETOUR ONLY stop (#1146) is southbound on the 50 block of Fairchild St (N) nearside of W Washington Ave,43.073504,-89.386724,MMT,CMAD,0,,3,180,1,N Fairchild,50,W Washington
1155,1155,S Webster & E Main (NB),This EVENT/DETOUR ONLY stop (#1155) is northbound on the 99 block of Webster St (S) farside of Main St (E),43.075579,-89.381192,MMT,CMAD,0,,1,0,1,S Webster,99,E Main
1174,1174,W Dayton & State (WB),This EVENT/DETOUR ONLY stop (#1174) is westbound on the 198 block of Dayton St (W) nearside of State St,43.075120,-89.387855,MMT,CMAD,0,,3,270,1,W Dayton,198,State
1189,1189,E Doty & S Pinckney (EB),This EVENT/DETOUR ONLY stop (#1189) is eastbound on the 101 block of Doty St (E) nearside of Pinckney St (S),43.074111,-89.380724,MMT,CMAD,0,,3,90,1,E Doty,101,S Pinckney
4000,SoTP,South Transfer Point,The South Transfer Point station is located at 2430 Park St (S) - just north of Badger Rd (W),43.038957,-89.394651,MMT,MTSM,1,,5,,1,South Transfer Point,2430,S Park
4100,4100,South Transfer Point,This stop (#4100) is on the pedestrian island at the South Transfer Point station,43.038895,-89.394824,MMT,MTSM,0,4000,5,,1,South Transfer Point,2430,S Park
5000,NoTP,North Transfer Point,The North Transfer Point station is located at 1213 Huxley St - just south of Aberg Av,43.112918,-89.358526,MMT,MTSM,1,,5,,1,North Transfer Point,1213,Huxley
5100,5100,North Transfer Point,This stop (#5100) is on the pedestrian island at the North Transfer Point station,43.113253,-89.358540,MMT,MTSM,0,5000,5,,1,North Transfer Point,1213,Huxley
6000,WeTP,West Transfer Point,The West Transfer Point station is located at 5700 Tokay Blvd - just west of Whitney Way,43.053863,-89.475454,MMT,MTSM,1,,5,,1,West Transfer Point,5700,Tokay
6100,6100,West Transfer Point,This stop (#6100) is on the pedestrian island at the West Transfer Point station,43.053883,-89.475098,MMT,MTSM,0,6000,5,,1,West Transfer Point,5700,Tokay
7000,EaTP,East Transfer Point,The East Transfer Point station is located at 102 Corporate Dr (W) - just north of Milwaukee St,43.098624,-89.322251,MMT,MTSM,1,,5,,1,East Transfer Point,102,W Corporate
7100,7100,East Transfer Point,This stop (#7100) is on the pedestrian island at the East Transfer Point station,43.098619,-89.322148,MMT,MTSM,0,7000,5,,1,East Transfer Point,102,W Corporate
9000,9800,East Towne Mall,The East Towne Mall station is located eastbound at 89 E Towne Mall - just southeast of E Towne Blvd and Independence Ln,43.126161,-89.307135,MMT,PRIV,1,,5,90,1,East Towne Mall,89,E Towne
9800,9800,E Towne Mall & Shelter (EB),This stop (#9800) is eastbound on the pedestrian island at East Towne Mall,43.126576,-89.306961,MMT,PRIV,0,9000,5,90,1,East Towne Mall,89,E Towne
5,0005,W Dayton & N Orchard (EB),This stop (#0005) is eastbound on the 1299 block of Dayton St (W) farside Orchard St (N),43.070947,-89.406982,MMT,CMAD,0,,1,90,1,W Dayton,1299,N Orchard
10,0010,Langdon & N Park (WB),This stop (#0010) is westbound on the 898 block of Langdon St nearside Park St (N),43.075933,-89.400154,MMT,CMAD,0,,3,270,1,Langdon,898,N Park
25,0025,Langdon & N Lake (EB),This stop (#0025) is eastbound on the 699 block of Langdon St farside Lake St (N),43.075691,-89.396944,MMT,CMAD,0,,1,90,1,Langdon,699,N Lake
39,0039,N Lake & W Johnson (NB),This stop (#0039) is northbound on the 299 block of Lake St (N) nearside Johnson St (W),43.071895,-89.397341,MMT,CMAD,0,,3,0,1,N Lake,299,W Johnson
45,0045,Langdon & N Carroll (EB),This stop (#0045) is eastbound on the 99 block of Langdon St farside Carroll St (N),43.078482,-89.38982,MMT,CMAD,0,,1,90,0,Langdon,99,N Carroll
47,0047,Babcock & Linden (NB),This stop (#0047) is northbound on the 499 block of Babcock Dr nearside Linden Dr,43.074636,-89.412598,MMT,UWIS,0,,3,0,1,Babcock,499,Linden
49,0049,N Lake & Langdon (NB),This stop (#0049) is northbound on the 599 block of Lake St (N) nearside Langdon St,43.075529,-89.397191,MMT,CMAD,0,,3,0,1,N Lake,599,Langdon
50,0050,Spring & N Brooks (WB),This stop (#0050) is westbound on the 998 block of Spring St nearside Brooks St (N),43.069442,-89.402267,MMT,CMAD,0,,3,270,1,Spring,998,N Brooks
52,0052,Observatory & N Charter (WB),This stop (#0052) is westbound on the 1198 block of Observatory Dr nearside Charter St (N),43.076131,-89.40566,MMT,UWIS,0,,3,270,1,Observatory,1198,N Charter
53,0053,Observatory & North Hall (EB),This stop (#0053) is eastbound on the 1099 block of Observatory Dr adjacent North Hall,43.075781,-89.403882,MMT,UWIS,0,,2,90,1,Observatory,1099,North Hall
54,0054,Spring & N Mills (WB),This stop (#0054) is westbound on the 1098 block of Spring St nearside Mills St (N),43.06947,-89.403872,MMT,CMAD,0,,3,270,1,Spring,1098,N Mills
56,0056,Observatory & Liz Waters (WB),This stop (#0056) is westbound on the 1300 block of Observatory Dr adjacent Elizabeth Waters Hall,43.07665,-89.407141,MMT,UWIS,0,,2,270,1,Observatory,1300,Liz Waters
60,0060,Observatory & Bascom (WB),This stop (#0060) is westbound on the 1100 block of Observatory Dr adjacent Bascom Hall,43.075996,-89.40366,MMT,UWIS,0,,2,270,1,Observatory,1100,Bascom
61,0061,W Dayton & N Mills (EB),This stop (#0061) is eastbound on the 1099 block of Dayton St (W) farside Mills St (N),43.070893,-89.403698,MMT,CMAD,0,,1,90,1,W Dayton,1099,N Mills
68,0068,N Lake & W Johnson (SB),This stop (#0068) is southbound on the 300 block of Lake St (N) nearside Johnson St (W),43.072172,-89.397625,MMT,CMAD,0,,3,180,1,N Lake,300,W Johnson
70,0070,N Park & Lathrop (SB),This stop (#0070) is southbound on the 500 block of Park St (N) nearside Lathrop Dr,43.07433,-89.400784,MMT,CMAD,0,,3,180,1,N Park,500,Lathrop
75,0075,W Dayton & N Park (EB),This stop (#0075) is eastbound on the 899 block of Dayton St (W) farside Park St (N),43.070839,-89.40002,MMT,CMAD,0,,1,90,1,W Dayton,899,N Park
87,0087,N Broom & W Gorham (NB),This stop (#0087) is northbound on the 399 block of Broom St (N) nearside Gorham St (W),43.07415,-89.392328,MMT,CMAD,0,,3,0,1,N Broom,399,W Gorham
89,0089,Langdon & N Henry (EB),This stop (#0089) is eastbound on the 199 block of Langdon St farside Henry St (N),43.076844,-89.392142,MMT,CMAD,0,,1,90,1,Langdon,199,N Henry
96,0096,Wisconsin & W Gorham (SB),This stop (#0096) is southbound on the 400 block of Wisconsin Ave nearside Gorham St (W),43.077515,-89.388055,MMT,CMAD,0,,3,180,0,Wisconsin,400,W Gorham
99,0099,Langdon & N Park (EB),This stop (#0099) is eastbound on the 899 block of Langdon St farside Park St (N),43.075745,-89.400179,MMT,CMAD,0,,1,90,1,Langdon,899,N Park
100,0100,University & N Park (WB),This stop (#0100) is westbound on the 900 block of University Ave farside Park St (N),43.073399,-89.401365,MMT,CMAD,0,,1,270,1,University,900,N Park
104,0104,N Mills & W Dayton (SB),This stop (#0104) is southbound on the 200 block of Mills St (N) nearside Dayton St (W),43.071144,-89.404229,MMT,CMAD,0,,3,180,1,N Mills,200,W Dayton
107,0107,S Park & W Olin (NB),This stop (#0107) is northbound on the 1117 block of Park St (S) farside Olin Ave (W),43.054383,-89.396533,MMT,CMAD,0,,1,0,1,S Park,1117,W Olin
110,0110,Gilson & Beld (WB),This stop (#0110) is westbound on the 1698 block of Gilson St nearside Beld St,43.049924,-89.392561,MMT,CMAD,0,,3,270,0,Gilson,1698,Beld
113,0113,W Washington & Brittingham (EB),This stop (#0113) is eastbound on the 801 block of W Washington Ave adjacent Brittingham Park,43.06501,-89.397603,MMT,CMAD,0,,2,90,1,W Washington,801,Brittingham
115,0115,N Park & Regent (NB),This stop (#0115) is northbound on the 21 block of Park St (N) farside Regent St,43.067983,-89.400724,MMT,CMAD,0,,1,0,1,N Park,21,Regent
121,0121,W Badger & Fiedler (EB),This stop (#0121) is eastbound on the 1099 block of Badger Rd (W) farside Fiedler Ln,43.038466,-89.401117,MMT,TMAD,0,,1,90,1,W Badger,1099,Fiedler
124,0124,S Park & Wingra (SB),This stop (#0124) is southbound on the 1700 block of Park St (S) farside Wingra Dr (W),43.048957,-89.394289,MMT,CMAD,0,,1,180,1,S Park,1700,Wingra
133,0133,University & N Breese (EB),This stop (#0133) is eastbound on the 1599 block of University Ave farside Breese Ter (N),43.073275,-89.413154,MMT,CMAD,0,,1,90,1,University,1599,N Breese
146,0146,Fish Hatchery & Midland (SB),This stop (#0146) is southbound on the 1200 block of Fish Hatchery Rd farside Midland St,43.053981,-89.399186,MMT,CMAD,0,,1,180,1,Fish Hatchery,1200,Midland
147,0147,W Olin & Hickory (EB),This stop (#0147) is eastbound on the 599 block of Olin Ave (W) farside Hickory St,43.053872,-89.391782,MMT,CMAD,0,,1,90,1,W Olin,599,Hickory
150,0150,N Rusk & Nygard (SB),This stop (#0150) is southbound on the 2198 block of Rusk Ave (N) nearside Nygard St,43.041193,-89.384359,MMT,CMAD,0,,3,180,1,N Rusk,2198,Nygard
153,0153,E Olin & Expo (EB),This stop (#0153) is eastbound on the 199 block of Olin Ave (E) farside Expo Pkwy,43.052132,-89.38075,MMT,TMAD,0,,1,90,1,E Olin,199,Expo
158,0158,S Mills & Vilas (SB),This stop (#0158) is southbound on the 400 block of Mills St (S) farside Vilas Ave,43.062871,-89.404194,MMT,CMAD,0,,1,180,1,S Mills,400,Vilas
160,0160,University & N Randall (WB),This stop (#0160) is westbound on the 1400 block of University Ave farside Randall Ave (N),43.073481,-89.409413,MMT,CMAD,0,,1,270,1,University,1400,N Randall
161,0161,S Broom & W Doty (NB),This stop (#0161) is northbound on the 199 block of Broom St (S) farside Doty St (W),43.070146,-89.387071,MMT,CMAD,0,,1,0,1,S Broom,199,W Doty
162,0162,S Park & Meriter (SB),This stop (#0162) is southbound on the 100 block of Park St (S) adjacent Meriter Hospital,43.065091,-89.400997,MMT,CMAD,0,,2,180,1,S Park,100,Meriter
166,0166,Rimrock & John Nolen (WB),This stop (#0166) is westbound on the 2000 block of Rimrock Rd farside John Nolen Dr,43.045854,-89.375546,MMT,TMAD,0,,1,270,1,Rimrock,2000,John Nolen
167,0167,S Mills & Mound (NB),This stop (#0167) is northbound on the 201 block of Mills St (S) nearside Mound St,43.065181,-89.403898,MMT,CMAD,0,,3,0,1,S Mills,201,Mound
168,0168,W Washington & N Henry (WB),This stop (#0168) is westbound on the 298 block of W Washington Ave nearside Henry St (N),43.072787,-89.38707,MMT,CMAD,0,,3,270,1,W Washington,298,N Henry
170,0170,Fish Hatchery & Catalpa (SB),This stop (#0170) is southbound on the 2198 block of Fish Hatchery Rd nearside Catalpa Rd,43.041645,-89.404114,MMT,CMAD,0,,3,180,1,Fish Hatchery,2198,Catalpa
171,0171,Fisher & Dane (NB),This stop (#0171) is northbound on the 2101 block of Fisher St nearside Dane St,43.042923,-89.39175,MMT,CMAD,0,,3,0,1,Fisher,2101,Dane
173,0173,W Badger & Cypress (EB),This stop (#0173) is eastbound on the 901 block of Badger Rd (W) nearside Cypress Way,43.03843,-89.397946,MMT,TMAD,0,,3,90,1,W Badger,901,Cypress
174,0174,S Park & Fish Hatchery (SB),This stop (#0174) is southbound on the 1000 block of Park St (S) farside Fish Hatchery Rd,43.056451,-89.398716,MMT,CMAD,0,,1,180,1,S Park,1000,Fish Hatchery
178,0178,University & N Orchard (WB),This stop (#0178) is westbound on the 1300 block of University Ave farside Orchard St (N),43.073427,-89.407056,MMT,CMAD,0,,1,270,1,University,1300,N Orchard
180,0180,N Park & W Dayton (SB),This stop (#0180) is southbound on the 200 block of Park St (N) nearside Dayton St (W),43.071098,-89.401081,MMT,CMAD,0,,3,180,1,N Park,200,W Dayton
181,0181,S Park & Beld (NB),This stop (#0181) is northbound on the 1399 block of Park St (S) farside Beld St,43.052252,-89.394806,MMT,CMAD,0,,1,0,1,S Park,1399,Beld
184,0184,Linden & Henry (WB),This stop (#0184) is westbound on the 1498 block of Linden Dr nearside Henry Mall,43.075254,-89.410413,MMT,UWIS,0,,3,270,1,Linden,1498,Henry
190,0190,N Mills & Regent (SB),This stop (#0190) is southbound on the 2 block of Mills St (N) nearside Regent St,43.067849,-89.404205,MMT,CMAD,0,,3,180,1,N Mills,2,Regent
192,0192,W Olin & Hickory (WB),This stop (#0192) is westbound on the 598 block of Olin Ave (W) nearside Hickory St,43.054087,-89.391967,MMT,CMAD,0,,3,270,1,W Olin,598,Hickory
195,0195,S Park & Park House (NB),This stop (#0195) is northbound on the 1801 block of Park St (S) adjacent Park House,43.04705,-89.393808,MMT,CMAD,0,,2,0,0,S Park,1801,Park House
203,0203,Rimrock & E Rusk (NB),This stop (#0203) is northbound on the 2199 block of Rimrock Rd farside Rusk Ave (E),43.043214,-89.376979,MMT,TMAD,0,,1,0,1,Rimrock,2199,E Rusk
208,0208,Regent & N Orchard (WB),This stop (#0208) is westbound on the 1298 block of Regent St nearside Orchard St (N),43.067849,-89.407131,MMT,CMAD,0,,3,270,1,Regent,1298,N Orchard
217,0217,S Park & W Washington (NB),This stop (#0217) is northbound on the 399 block of Park St (S) farside W Washington Ave,43.063668,-89.400528,MMT,CMAD,0,,1,0,1,S Park,399,W Washington
222,0222,Fisher & Bram (SB),This stop (#0222) is southbound on the 1900 block of Fisher St farside Bram St,43.045474,-89.391946,MMT,CMAD,0,,1,180,1,Fisher,1900,Bram
225,0225,W Washington & Park View (EB),This stop (#0225) is eastbound on the 749 block of W Washington Ave adjacent Park View,43.066066,-89.396121,MMT,CMAD,0,,2,90,1,W Washington,749,Park View
226,0226,Regent & E Campus (WB),This stop (#0226) is westbound on the 700 block of Regent St nearside East Campus Mall,43.067839,-89.397688,MMT,CMAD,0,,3,270,0,Regent,700,E Campus
234,0234,University & N Mills (WB),This stop (#0234) is westbound on the 1098 block of University Ave nearside Mills St (N),43.073427,-89.403883,MMT,CMAD,0,,3,270,1,University,1098,N Mills
235,0235,W Washington & S Henry (EB),This stop (#0235) is eastbound on the 301 block of W Washington Ave nearside Henry St (S),43.072456,-89.387144,MMT,CMAD,0,,3,90,1,W Washington,301,S Henry
241,0241,Monroe & S Breese (EB),This stop (#0241) is eastbound on the 1615 block of Monroe St opposite Breese Ter (S),43.066919,-89.413883,MMT,CMAD,0,,4,90,1,Monroe,1615,S Breese
243,0243,John Nolen & Rimrock (NB),This stop (#0243) is northbound on the 698 block of John Nolen Dr farside Rimrock Rd,43.047242,-89.374681,MMT,CMAD,0,,1,0,1,John Nolen,698,Rimrock
245,0245,N Randall & Engineering (NB),This stop (#0245) is northbound on the 299 block of Randall Ave (N) nearside Engineering Dr,43.072093,-89.40887,MMT,CMAD,0,,3,0,1,N Randall,299,Engineering
248,0248,W Wilson & S Carroll (WB),This stop (#0248) is westbound on the 98 block of Wilson St (W) nearside Carroll St (S),43.071891,-89.382453,MMT,CMAD,0,,3,270,1,W Wilson,98,S Carroll
251,0251,S Park & Erin (NB),This stop (#0251) is northbound on the 699 block of Park St (S) farside Erin St,43.060167,-89.40053,MMT,CMAD,0,,1,0,1,S Park,699,Erin
252,0252,State & W Gorham (WB),This stop (#0252) is westbound on the 398 block of State St nearside Gorham St (W),43.07491,-89.391303,MMT,CMAD,0,,3,270,1,State,398,W Gorham
256,0256,N Mills & University (SB),This stop (#0256) is southbound on the 398 block of Mills St (N) farside University Ave,43.073051,-89.404241,MMT,CMAD,0,,1,180,1,N Mills,398,University
265,0265,State & N Lake (EB),This stop (#0265) is eastbound on the 699 block of State St farside Lake St (N),43.074786,-89.396908,MMT,CMAD,0,,1,90,1,State,699,N Lake
266,0266,Fish Hatchery & S Park (SB),This stop (#0266) is southbound on the 1000 block of Fish Hatchery Rd farside Park St (S),43.056496,-89.399124,MMT,CMAD,0,,1,180,1,Fish Hatchery,1000,S Park
271,0271,Regent & S Park (EB),This stop (#0271) is eastbound on the 899 block of Regent St farside Park St (S),43.067544,-89.40049,MMT,CMAD,0,,1,90,0,Regent,899,S Park
273,0273,Regent & E Campus (EB),This stop (#0273) is eastbound on the 701 block of Regent St farside East Campus Mall,43.067427,-89.397231,MMT,CMAD,0,,1,90,0,Regent,701,E Campus
274,0274,W Washington & N Broom (WB),This stop (#0274) is westbound on the 400 block of W Washington Ave farside Broom St (N),43.071248,-89.389243,MMT,CMAD,0,,1,270,1,W Washington,400,N Broom
288,0288,S Park & Erin (SB),This stop (#0288) is southbound on the 700 block of Park St (S) farside Erin St,43.059621,-89.400999,MMT,CMAD,0,,1,180,1,S Park,700,Erin
289,0289,W Olin & Gilson (EB),This stop (#0289) is eastbound on the 499 block of Olin Ave (W) farside Gilson St,43.053844,-89.389869,MMT,CMAD,0,,1,90,0,W Olin,499,Gilson
294,0294,N Rusk & E Rusk (SB),This stop (#0294) is southbound on the 2398 block of Rusk Ave (N) nearside Rusk Ave (E),43.039304,-89.38436,MMT,TMAD,0,,3,180,0,N Rusk,2398,E Rusk
298,0298,Babcock & Linden (SB),This stop (#0298) is southbound on the 500 block of Babcock Dr nearside Linden Dr,43.07529,-89.412894,MMT,UWIS,0,,3,180,1,Babcock,500,Linden
300,0300,Erin & S Mills (WB),This stop (#0300) is westbound on the 1098 block of Erin St nearside Mills St (S),43.059989,-89.40385,MMT,CMAD,0,,3,270,1,Erin,1098,S Mills
313,0313,W Wilson & S Bassett (EB),This stop (#0313) is eastbound on the 451 block of Wilson St (W) farside Bassett St (S),43.068418,-89.386949,MMT,CMAD,0,,1,90,1,W Wilson,451,S Bassett
320,0320,Fisher & Dane (SB),This stop (#0320) is southbound on the 2098 block of Fisher St nearside Dane St,43.04312,-89.392033,MMT,CMAD,0,,3,180,1,Fisher,2098,Dane
327,0327,Regent & S Mills (EB),This stop (#0327) is eastbound on the 1099 block of Regent St farside Mills St (S),43.067598,-89.403675,MMT,CMAD,0,,1,90,1,Regent,1099,S Mills
336,0336,N Randall & Engineering (SB),This stop (#0336) is southbound on the 298 block of Randall Ave (N) farside Engineering Dr,43.072028,-89.409136,MMT,CMAD,0,,1,180,1,N Randall,298,Engineering
341,0341,N Park & University (NB),This stop (#0341) is northbound on the 399 block of Park St (N) nearside University Ave,43.07314,-89.400414,MMT,CMAD,0,,3,0,1,N Park,399,University
346,0346,W Olin & Lake (WB),This stop (#0346) is westbound on the 300 block of Olin Ave (W) farside Lake Ct,43.053996,-89.387437,MMT,CMAD,0,,1,270,1,W Olin,300,Lake
349,0349,N Breese & Regent (NB),This stop (#0349) is northbound on the 1 block of Breese Ter (N) farside Regent St,43.068092,-89.413759,MMT,CMAD,0,,1,0,1,N Breese,1,Regent
353,0353,W Badger & Fish Hatchery (EB),This stop (#0353) is eastbound on the 1121 block of Badger Rd (W) farside Fish Hatchery Rd,43.038494,-89.403362,MMT,CMAD,0,,1,90,1,W Badger,1121,Fish Hatchery
357,0357,Gilson & W Olin (NB),This stop (#0357) is northbound on the 1201 block of Gilson St nearside Olin Ave (W),43.053826,-89.390103,MMT,CMAD,0,,3,0,0,Gilson,1201,W Olin
360,0360,S Park & W Olin (SB),This stop (#0360) is southbound on the 1116 block of Park St (S) nearside Olin Ave (W),43.054589,-89.397212,MMT,CMAD,0,,3,180,1,S Park,1116,W Olin
367,0367,W Olin & Lake (EB),This stop (#0367) is eastbound on the 299 block of Olin Ave (W) farside Lake Ct,43.053682,-89.386709,MMT,CMAD,0,,1,90,1,W Olin,299,Lake
375,0375,S Mills & Vilas (NB),This stop (#0375) is northbound on the 399 block of Mills St (S) farside Vilas Ave,43.063417,-89.403898,MMT,CMAD,0,,1,0,1,S Mills,399,Vilas
379,0379,John Nolen & E Olin (NB),This stop (#0379) is northbound on the 499 block of John Nolen Dr farside Olin Ave (E),43.051603,-89.377887,MMT,CMAD,0,,1,0,1,John Nolen,499,E Olin
388,0388,N Park & Spring (SB),This stop (#0388) is southbound on the 100 block of Park St (N) nearside Spring St,43.069451,-89.401168,MMT,CMAD,0,,3,180,1,N Park,100,Spring
391,0391,Fish Hatchery & Carver (NB),This stop (#0391) is northbound on the 2001 block of Fish Hatchery Rd nearside Carver St,43.044438,-89.403805,MMT,CMAD,0,,3,0,1,Fish Hatchery,2001,Carver
392,0392,N Mills & Spring (SB),This stop (#0392) is southbound on the 100 block of Mills St (N) nearside Spring St,43.069711,-89.40423,MMT,CMAD,0,,3,180,0,N Mills,100,Spring
398,0398,Regent & N Randall (WB),This stop (#0398) is westbound on the 1400 block of Regent St farside Randall Ave (N),43.067877,-89.409353,MMT,CMAD,0,,1,270,1,Regent,1400,N Randall
405,0405,Fish Hatchery & Catalpa (NB),This stop (#0405) is northbound on the 2199 block of Fish Hatchery Rd farside Catalpa Rd,43.041851,-89.403818,MMT,CMAD,0,,1,0,1,Fish Hatchery,2199,Catalpa
406,0406,Regent & N Breese (WB),This stop (#0406) is westbound on the 1600 block of Regent St farside Breese Ter (N),43.067931,-89.414278,MMT,CMAD,0,,1,270,1,Regent,1600,N Breese
410,0410,Rimrock & E Rusk (SB),This stop (#0410) is southbound on the 2198 block of Rimrock Rd nearside Rusk Ave (E),43.042874,-89.377547,MMT,TMAD,0,,3,180,0,Rimrock,2198,E Rusk
418,0418,W Washington & N Bedford (WB),This stop (#0418) is westbound on the 598 block of W Washington Ave nearside Bedford St (N),43.069002,-89.392429,MMT,CMAD,0,,3,270,1,W Washington,598,N Bedford
424,0424,E Olin & Colby (WB),This stop (#0424) is westbound on the 100 block of Olin Ave (E) nearside Colby St,43.053153,-89.38376,MMT,CMAD,0,,3,270,1,E Olin,100,Colby
433,0433,Beld & Gilson (NB),This stop (#0433) is northbound on the 1601 block of Beld St nearside Gilson St,43.049727,-89.392573,MMT,CMAD,0,,3,0,0,Beld,1601,Gilson
435,0435,W Johnson & N Lake (EB),This stop (#0435) is eastbound on the 699 block of Johnson St (W) farside Lake St (N),43.071921,-89.397094,MMT,CMAD,0,,1,90,1,W Johnson,699,N Lake
438,0438,Linden & N Charter (EB),This stop (#0438) is eastbound on the 498 block of Linden Dr nearside Charter St (N),43.074985,-89.406401,MMT,UWIS,0,,3,90,1,Linden,498,N Charter
441,0441,N Mills & W Johnson (NB),This stop (#0441) is northbound on the 299 block of Mills St (N) nearside Johnson St (W),43.072003,-89.403945,MMT,CMAD,0,,3,0,1,N Mills,299,W Johnson
445,0445,N Mills & Spring (NB),This stop (#0445) is northbound on the 101 block of Mills St (N) farside Spring St,43.069899,-89.403921,MMT,CMAD,0,,1,0,1,N Mills,101,Spring
454,0454,N Breese & Hoyt (SB),This stop (#0454) is southbound on the 124 block of Breese Ter (N) nearside Hoyt St,43.070438,-89.414055,MMT,CMAD,0,,3,180,1,N Breese,124,Hoyt
455,0455,W Johnson & N Park (EB),This stop (#0455) is eastbound on the 899 block of Johnson St (W) farside Park St (N),43.071967,-89.400106,MMT,CMAD,0,,1,90,1,W Johnson,899,N Park
456,0456,Fish Hatchery & Carver (SB),This stop (#0456) is southbound on the 2000 block of Fish Hatchery Rd farside Carver St,43.044304,-89.404113,MMT,TMAD,0,,1,180,1,Fish Hatchery,2000,Carver
459,0459,Erin & S Mills (EB),This stop (#0459) is eastbound on the 1099 block of Erin St farside Mills St (S),43.059774,-89.403665,MMT,CMAD,0,,1,90,1,Erin,1099,S Mills
465,0465,W Olin & Colby (EB),This stop (#0465) is eastbound on the 101 block of Olin Ave (W) nearside Colby St,43.053055,-89.384217,MMT,CMAD,0,,3,90,1,W Olin,101,Colby
469,0469,W Washington & Southwest (EB),This stop (#0469) is eastbound on the 651 block of W Washington Ave adjacent Southwest Path,43.067543,-89.394121,MMT,CMAD,0,,2,90,1,W Washington,651,Southwest
470,0470,N Bassett & W Dayton (SB),This stop (#0470) is southbound on the 200 block of Bassett St (N) nearside Dayton St (W),43.071625,-89.39286,MMT,CMAD,0,,3,180,1,N Bassett,200,W Dayton
473,0473,W Washington & S Bassett (EB),This stop (#0473) is eastbound on the 499 block of W Washington Ave farside Bassett St (S),43.070228,-89.390293,MMT,CMAD,0,,1,90,1,W Washington,499,S Bassett
475,0475,S Park & Buick (NB),This stop (#0475) is northbound on the 2201 block of Park St (S) nearside Buick St,43.041625,-89.393786,MMT,CMAD,0,,3,0,1,S Park,2201,Buick
480,0480,W Gorham & N Henry (WB),This stop (#0480) is westbound on the 200 block of Gorham St (W) farside Henry St (N),43.075322,-89.391155,MMT,CMAD,0,,1,270,1,W Gorham,200,N Henry
483,0483,N Park & Spring (NB),This stop (#0483) is northbound on the 99 block of Park St (N) nearside Spring St,43.069254,-89.400712,MMT,CMAD,0,,3,0,1,N Park,99,Spring
488,0488,Linden & N Charter (WB),This stop (#0488) is westbound on the 1200 block of Linden Dr farside Charter St (N),43.0752,-89.407339,MMT,UWIS,0,,1,270,1,Linden,1200,N Charter
490,0490,N Charter & W Johnson (SB),This stop (#0490) is southbound on the 300 block of Charter St (N) nearside Johnson St (W),43.072299,-89.405883,MMT,CMAD,0,,3,180,1,N Charter,300,W Johnson
492,0492,John Nolen & Lakeside (SB),This stop (#0492) is southbound on the 300 block of John Nolen Dr farside Lakeside St (E),43.055713,-89.381932,MMT,CMAD,0,,1,180,1,John Nolen,300,Lakeside
496,0496,Koster & Ardmore (WB),This stop (#0496) is westbound on the 198 block of Koster St nearside Ardmore Dr,43.044148,-89.385493,MMT,CMAD,0,,3,270,1,Koster,198,Ardmore
499,0499,Fish Hatchery & W Badger (NB),This stop (#0499) is northbound on the 2499 block of Fish Hatchery Rd farside Badger Rd (W),43.038914,-89.403757,MMT,CMAD,0,,1,0,1,Fish Hatchery,2499,W Badger
505,0505,State & W Gilman (EB),This stop (#0505) is eastbound on the 501 block of State St nearside Gilman St (W),43.074732,-89.393723,MMT,CMAD,0,,3,90,1,State,501,W Gilman
506,0506,State & N Frances (WB),This stop (#0506) is westbound on the 600 block of State St farside Frances St (N),43.074974,-89.3955,MMT,CMAD,0,,1,270,1,State,600,N Frances
512,0512,W Washington & N Bassett (WB),This stop (#0512) is westbound on the 500 block of W Washington Ave farside Bassett St (N),43.069986,-89.391021,MMT,CMAD,0,,1,270,1,W Washington,500,N Bassett
516,0516,W Washington & Regent (WB),This stop (#0516) is westbound on the 700 block of W Washington Ave farside Regent St,43.066711,-89.395874,MMT,CMAD,0,,1,270,1,W Washington,700,Regent
519,0519,S Park & Fish Hatchery (NB),This stop (#0519) is northbound on the 999 block of Park St (S) farside Fish Hatchery Rd,43.057212,-89.398803,MMT,CMAD,0,,1,0,1,S Park,999,Fish Hatchery
